customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_contract,account_paperlessbilling,account_paymentmethod,account_charges_monthly,account_charges_total,cuentas_diarias,account_charges_monthly_normalized,cuentas_diarias_normalized
9444-JTXHZ,1.0,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.2,76.2,2.54,0.5766169154228856,0.5761194029850747
9445-SZLCH,1.0,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,3.24,0.7870646766169154,0.7850746268656718
9445-ZUEQE,0.0,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,2.84,0.6661691542288557,0.6656716417910448
9447-YPTBX,0.0,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,943.1,0.66,0.01592039800995026,0.014925373134328372
9448-REEVD,1.0,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,1.49,0.2631840796019901,0.2626865671641791
9450-TRJUU,0.0,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.15,2848.45,2.77,0.645771144278607,0.6447761194029851
9451-LPGOO,1.0,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.8,620.35,2.89,0.682089552238806,0.6805970149253732
9451-WLYRI,0.0,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.05,990.45,0.64,0.00796019900497513,0.008955223880597022
9453-PATOS,0.0,Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,85.1,6155.4,2.84,0.6651741293532337,0.6656716417910448
9456-ETVCM,,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,3.15,0.7592039800995024,0.7582089552238805
9462-MJUAW,1.0,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.4,206.6,1.68,0.3199004975124378,0.31940298507462683
9465-RWMXL,1.0,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,2447.95,2.63,0.6034825870646767,0.6029850746268657
9467-ROOLM,0.0,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,0.64,0.00796019900497513,0.008955223880597022
9469-WEJBT,0.0,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.35,3419.3,3.01,0.717412935323383,0.7164179104477612
9470-RTWDV,0.0,Male,0,Yes,Yes,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,2083.1,2.73,0.6343283582089553,0.6328358208955224
9470-XCCEM,0.0,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.65,3161.6,2.99,0.7104477611940299,0.71044776119403
9470-YFUYI,0.0,Male,1,Yes,No,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.0,5012.1,2.37,0.5248756218905473,0.5253731343283583
9473-CBZOP,0.0,Female,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,59.0,1654.45,1.97,0.4054726368159204,0.4059701492537313
9474-PHLYD,1.0,Female,0,No,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,892.65,1.98,0.40995024875621894,0.408955223880597
9475-NNDGC,0.0,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.15,7953.25,3.77,0.9442786069651742,0.9432835820895522
9477-LGWQI,0.0,Male,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.15,5600.15,2.67,0.6159203980099504,0.6149253731343284
9477-UIFFV,,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,0.68,0.020398009950248763,0.02089552238805972
9479-HYNYL,0.0,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,5705.05,2.69,0.6213930348258707,0.6208955223880597
9480-BQJEI,0.0,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,5731.45,3.08,0.7368159203980099,0.737313432835821
9481-IEBZY,0.0,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.9,8061.5,3.76,0.9417910447761194,0.9402985074626865
9481-SFCQY,0.0,Female,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.8,824.85,1.99,0.4134328358208955,0.41194029850746267
9481-WHGWY,0.0,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.35,5437.75,2.51,0.5681592039800994,0.5671641791044776
9483-GCPWE,0.0,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,0.67,0.01840796019900499,0.017910447761194045
9488-FVZCC,0.0,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),79.5,5661.7,2.65,0.6094527363184079,0.608955223880597
9488-FYQAU,0.0,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.25,6841.4,3.64,0.9054726368159204,0.9044776119402985
9488-HGMJH,1.0,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,71.15,2.37,0.5263681592039802,0.5253731343283583
9489-DEDVP,0.0,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,2.31,0.5069651741293533,0.5074626865671642
9489-JMTTN,0.0,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6595.9,2.99,0.7114427860696517,0.71044776119403
9489-UTFKA,0.0,Male,1,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95,2.03,0.4243781094527363,0.42388059701492536
9490-DFPMD,1.0,Female,1,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.65,3541.35,2.82,0.6606965174129353,0.6597014925373134
9492-TOKRI,1.0,Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.0,1527.35,3.0,0.7139303482587065,0.7134328358208956
9494-BDNNC,0.0,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.3,6273.4,3.18,0.7666666666666666,0.7671641791044777
9494-MRNYX,0.0,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.05,786.3,2.5,0.5651741293532339,0.564179104477612
9495-REDIY,0.0,Male,0,No,Yes,25,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.65,970.55,1.36,0.22288557213930346,0.2238805970149254
9495-SKLKD,0.0,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,3.2,0.7731343283582089,0.773134328358209
9496-IVVRP,0.0,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.0,581.7,1.7,0.32587064676616917,0.3253731343283582
9497-QCMMS,1.0,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,3.12,0.7492537313432835,0.7492537313432837
9498-FIMXL,0.0,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.2,161.95,0.64,0.009452736318407953,0.008955223880597022
9499-EBKUR,,Male,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.3,5997.1,2.81,0.6572139303482587,0.6567164179104478
9499-XPZXM,0.0,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),64.75,4804.75,2.16,0.4626865671641791,0.46268656716417916
9500-IWPXQ,0.0,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,2.65,0.6084577114427862,0.608955223880597
9500-LTVBP,0.0,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.05,2835.9,2.67,0.6149253731343284,0.6149253731343284
9500-WBGRP,0.0,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.1,1268.85,0.64,0.008457711442786084,0.008955223880597022
9501-UKKNL,0.0,Male,0,No,No,59,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.7,3005.8,1.72,0.33283582089552244,0.33134328358208953
9503-XJUME,0.0,Male,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.65,928.4,0.65,0.013930348258706454,0.011940298507462697
9504-DSHWM,0.0,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,1.97,0.4074626865671642,0.4059701492537313
9504-YAZWB,0.0,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,1048.45,0.68,0.01990049751243781,0.02089552238805972
9505-SQFSW,0.0,Female,0,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,1.34,0.21940298507462683,0.21791044776119406
9506-UXUSK,0.0,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,931.75,2.34,0.5164179104477612,0.5164179104477612
9507-EXLTT,1.0,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,2.64,0.6079601990049751,0.6059701492537314
9507-HSMMZ,0.0,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,1149.65,0.67,0.017412935323383085,0.017910447761194045
9508-ILZDG,0.0,Female,1,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.35,3190.25,3.21,0.7771144278606965,0.7761194029850746
9509-MPYOD,0.0,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,700.45,0.69,0.024875621890547265,0.02388059701492536
9512-PHSMG,0.0,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,252.75,0.68,0.02288557213930349,0.02089552238805972
9512-UIBFX,1.0,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,3.17,0.7651741293532339,0.764179104477612
9513-DXHDA,0.0,Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,81.7,2212.55,2.72,0.6313432835820896,0.6298507462686568
9514-JDSKI,1.0,Male,1,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,1.34,0.218407960199005,0.21791044776119406
9518-IMLHK,0.0,Male,0,No,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.45,2156.25,2.42,0.5393034825870647,0.5402985074626866
9518-RWHZL,1.0,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,6254.2,3.34,0.8139303482587065,0.8149253731343283
9518-XXBXE,0.0,Male,1,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3,720.45,2.51,0.5676616915422885,0.5671641791044776
9522-BNTHX,0.0,Female,1,No,No,34,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.25,1765.95,1.88,0.3781094527363184,0.37910447761194027
9522-ZSINC,0.0,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.95,253.8,0.66,0.016915422885572132,0.014925373134328372
9524-EGPJC,1.0,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.1,1612.75,3.0,0.7149253731343284,0.7134328358208956
9525-DKUVP,,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7882.25,3.69,0.9208955223880597,0.9194029850746268
9526-BIHHD,1.0,Male,0,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.7,29.7,0.99,0.11393034825870646,0.11343283582089551
9526-JAWYF,1.0,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,2.99,0.7119402985074627,0.71044776119403
9526-MJRPO,,Female,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,2867.75,3.48,0.8562189054726368,0.8567164179104477
9529-OFXHY,0.0,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,2.92,0.6915422885572139,0.6895522388059702
9530-EHPOH,1.0,Male,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,608,1.79,0.35323383084577115,0.3522388059701493
9530-GRMJG,0.0,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.1,5979.7,2.8,0.6552238805970149,0.6537313432835821
9531-NSBMR,0.0,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.25,679.8,0.64,0.009950248756218905,0.008955223880597022
9534-NSXEM,0.0,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.65,595.5,0.69,0.02388059701492536,0.02388059701492536
9537-JALFH,0.0,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1356.7,0.66,0.01641791044776118,0.014925373134328372
9537-VHDTA,0.0,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,1.71,0.32786069651741295,0.3283582089552239
9540-JYROE,1.0,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,551.35,2.34,0.5159203980099502,0.5164179104477612
9541-PWTWO,0.0,Female,0,No,No,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.95,4233.95,2.7,0.6238805970149254,0.6238805970149255
9541-ZPSEA,0.0,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),80.35,5375.15,2.68,0.617910447761194,0.6179104477611941
9544-PYPSJ,0.0,Female,1,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.1,6019.35,3.2,0.7746268656716417,0.773134328358209
9546-CQJSU,1.0,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,193.6,3.05,0.727860696517413,0.7283582089552239
9546-KDTRB,0.0,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.7,465.85,0.82,0.06417910447761194,0.06268656716417909
9547-ITEFG,0.0,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.6,897.75,3.42,0.8393034825870647,0.8388059701492537
9548-LERKT,0.0,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,0.66,0.014925373134328358,0.014925373134328372
9548-LIGTA,0.0,Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05,4747.65,2.7,0.6248756218905472,0.6238805970149255
9548-ZMVTX,0.0,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.45,6565.85,3.02,0.718407960199005,0.7194029850746269
9552-TGUZV,0.0,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,658.1,2.5,0.5646766169154229,0.564179104477612
9553-DLCLU,0.0,Female,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.95,1161.75,2.97,0.7034825870646766,0.7044776119402986
9554-DFKIC,0.0,Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,1.82,0.3601990049751244,0.3611940298507462
9555-SAHUZ,0.0,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.5,2076.05,1.82,0.36069651741293535,0.3611940298507462
9558-IHEZX,0.0,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.75,7283.25,3.56,0.8805970149253731,0.8805970149253731
9560-ARGQJ,1.0,Female,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,1312.15,2.7,0.6243781094527363,0.6238805970149255
9560-BBZXK,0.0,Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,1.03,0.127363184079602,0.12537313432835823
9564-KCLHR,1.0,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,51.25,1.71,0.3283582089552239,0.3283582089552239
9565-AXSMR,0.0,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.2,1054.75,0.64,0.009452736318407953,0.008955223880597022
9565-DJPIB,1.0,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,89.6,365.65,2.99,0.7099502487562188,0.71044776119403
9565-FLVCG,0.0,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,69.55,4459.15,2.32,0.5104477611940298,0.5104477611940298
9565-JSNFM,1.0,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,2.35,0.5194029850746269,0.5194029850746269
9570-KYEUA,0.0,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),99.25,6549.45,3.31,0.8059701492537313,0.8059701492537313
9571-EDEBV,0.0,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,3.29,0.8,0.8
9572-MTILT,1.0,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.75,6252.9,3.56,0.8805970149253731,0.8805970149253731
9572-WUKSB,0.0,Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.9,92.25,1.0,0.11592039800995023,0.11641791044776119
9574-BOSMD,0.0,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,1620.2,0.85,0.07114427860696516,0.07164179104477611
9574-RKJIF,1.0,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,2838.7,3.15,0.7577114427860697,0.7582089552238805
9575-IWCAZ,0.0,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.1,171,0.84,0.06815920398009952,0.06865671641791044
9576-ANLXO,1.0,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,2.32,0.5104477611940298,0.5104477611940298
9576-SYUHJ,0.0,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,3369.25,3.04,0.7253731343283583,0.7253731343283583
9577-WJVCQ,0.0,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45,3687.75,1.82,0.3601990049751244,0.3611940298507462
9578-FOMUK,0.0,Male,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.8,324.15,0.83,0.06517412935323384,0.06567164179104476
9578-VRMNM,1.0,Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,2.17,0.46716417910447766,0.46567164179104475
9581-GVBXT,0.0,Male,0,Yes,Yes,59,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,34.8,1980.3,1.16,0.16467661691542285,0.16417910447761191
9584-EXCDZ,0.0,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.5,1165.6,2.35,0.5199004975124378,0.5194029850746269
9585-KKMFD,0.0,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.0,879.8,0.67,0.017412935323383085,0.017910447761194045
9586-JGQKH,0.0,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.4,6794.75,3.51,0.8671641791044776,0.8656716417910447
9588-OZDMQ,0.0,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,89.75,1.5,0.26616915422885573,0.2656716417910448
